frame_path,Timestamp,Action Label
kitchen_id1_3p/0/Action_0275_0_normal.png,11,"(female1, stand, sink) (female2, stand, kitchentable) (male1, walk, kitchentable)"
kitchen_id1_3p/0/Action_0288_0_normal.png,11.52,"(female1, switchon, faucet) (female2, stand, kitchentable) (male1, walk, kitchentable)"
kitchen_id1_3p/0/Action_0300_0_normal.png,12,"(female1, stand, sink) (female2, stand, kitchentable) (male1, stand, kitchentable)"
kitchen_id1_3p/0/Action_0313_0_normal.png,12.52,"(female1, switchoff, faucet) (female2, stand, kitchentable) (male1, stand, kitchentable)"
kitchen_id1_3p/0/Action_0325_0_normal.png,13,"(female1, switchoff, faucet) (female2, stand, kitchentable) (male1, stand, kitchentable)"
kitchen_id1_3p/0/Action_0338_0_normal.png,13.52,"(female1, grab, milkshake) (female2, stand, kitchentable) (male1, stand, kitchentable)"
kitchen_id1_3p/0/Action_0350_0_normal.png,14,"(female1, stand, sink) (female2, stand, kitchentable) (male1, stand, kitchentable)"
kitchen_id1_3p/0/Action_0363_0_normal.png,14.52,"(female1, walk, kitchentable) (female2, stand, kitchentable) (male1, stand, kitchentable)"
kitchen_id1_3p/0/Action_0375_0_normal.png,15,"(female1, walk, kitchentable) (female2, stand, kitchentable) (male1, stand, kitchentable)"
kitchen_id1_3p/0/Action_0388_0_normal.png,15.52,"(female1, walk, kitchentable) (female2, stand, kitchentable) (male1, stand, kitchentable)"
kitchen_id1_3p/0/Action_0400_0_normal.png,16,"(female1, walk, kitchentable) (female2, stand, kitchentable) (male1, stand, kitchentable)"
kitchen_id1_3p/0/Action_0413_0_normal.png,16.52,"(female1, walk, kitchentable) (female2, stand, kitchentable) (male1, stand, kitchentable)"
kitchen_id1_3p/0/Action_0425_0_normal.png,17,"(female1, stand, kitchentable) (female2, stand, kitchentable) (male1, put, salmon, kitchentable)"
kitchen_id1_3p/0/Action_0438_0_normal.png,17.52,"(female1, stand, kitchentable) (female2, stand, kitchentable) (male1, stand, kitchentable)"
kitchen_id1_3p/0/Action_0450_0_normal.png,18,"(female1, stand, kitchentable) (female2, stand, kitchentable) (male1, grab, glass)"
kitchen_id1_3p/0/Action_0463_0_normal.png,18.52,"(female1, stand, kitchentable) (female2, stand, kitchentable) (male1, stand, kitchentable)"
kitchen_id1_3p/0/Action_0475_0_normal.png,19,"(female1, stand, kitchentable) (female2, stand, kitchentable) (male1, walk, kitchencounter)"
kitchen_id1_3p/0/Action_0488_0_normal.png,19.52,"(female1, stand, kitchentable) (female2, stand, kitchentable) (male1, walk, kitchencounter)"
kitchen_id1_3p/0/Action_0500_0_normal.png,20,"(female1, stand, kitchentable) (female2, stand, kitchentable) (male1, walk, kitchencounter)"
kitchen_id1_3p/0/Action_0513_0_normal.png,20.52,"(female1, stand, kitchentable) (female2, stand, kitchentable) (male1, walk, kitchencounter)"
kitchen_id1_3p/0/Action_0525_0_normal.png,21,"(female1, stand, kitchentable) (female2, stand, kitchentable) (male1, walk, kitchencounter)"
kitchen_id1_3p/0/Action_0538_0_normal.png,21.52,"(female1, walk, kitchentable) (female2, stand, kitchentable) (male1, walk, kitchencounter)"
kitchen_id1_3p/0/Action_0550_0_normal.png,22,"(female1, stand, kitchentable) (female2, stand, kitchentable) (male1, stand, sink)"
kitchen_id1_3p/0/Action_0560_0_normal.png,22.4,"(female1, put, milkshake, kitchentable) (female2, stand, kitchentable) (male1, put, glass, sink)"
kitchen_id1_3p/0/Action_0573_0_normal.png,22.92,"(female1, stand, kitchentable) (female2, stand, kitchentable) (male1, stand, sink)"
kitchen_id1_3p/0/Action_0585_0_normal.png,23.4,"(female1, grab, milk) (female2, stand, kitchentable) (male1, stand, sink)"
kitchen_id1_3p/0/Action_0588_0_normal.png,23.52,"(female1, stand, kitchentable) (female2, stand, kitchentable) (male1, stand, sink)"
kitchen_id1_3p/0/Action_0600_0_normal.png,24,"(female1, walk, kitchencounter) (female2, stand, kitchentable) (male1, switchon, faucet)"
kitchen_id1_3p/0/Action_0613_0_normal.png,24.52,"(female1, walk, kitchencounter) (female2, stand, kitchentable) (male1, switchon, faucet)"
kitchen_id1_3p/0/Action_0625_0_normal.png,25,"(female1, walk, refrigderator) (female2, stand, kitchentable) (male1, switchoff, faucet)"
kitchen_id1_3p/0/Action_0638_0_normal.png,25.52,"(female1, walk, refrigderator) (female2, stand, kitchentable) (male1, switchoff, faucet)"
kitchen_id1_3p/0/Action_0650_0_normal.png,26,"(female1, stand, refrigderator) (female2, stand, kitchentable) (male1, grab, glass)"
kitchen_id1_3p/0/Action_0663_0_normal.png,26.52,"(female1, open, refrigderator) (female2, stand, kitchentable) (male1, stand, sink)"
kitchen_id1_3p/0/Action_0675_0_normal.png,27,"(female1, stand, refrigderator) (female2, stand, kitchentable) (male1, stand, sink)"
kitchen_id1_3p/0/Action_0688_0_normal.png,27.52,"(female1, put, milk, refridgerator) (female2, stand, kitchentable) (male1, walk, kitchentable)"
kitchen_id1_3p/0/Action_0700_0_normal.png,28,"(female1, stand, refridgerator) (female2, stand, kitchentable) (male1, walk, kitchentable)"
kitchen_id1_3p/0/Action_0713_0_normal.png,28.52,"(female1, close, refridgerator) (female2, stand, kitchentable) (male1, stand, kitchentable)"
kitchen_id1_3p/0/Action_0722_0_normal.png,28.88,"(female1, close, refridgerator) (female2, stand, kitchentable) (male1, put, glass, kitchentable)"
kitchen_id1_3p/0/Action_0725_0_normal.png,29,"(female1, stand, refridgerator) (female2, stand, kitchentable) (male1, stand, kitchentable)"
