imagepath,prediction,gtoutput
"livingroom3/0/Action_0125_0_normal.png,livingroom3/0/Action_0138_0_normal.png,livingroom3/0/Action_0150_0_normal.png,livingroom3/0/Action_0163_0_normal.png","(female1, sit, chair) (male1, walk, sofa), (female1, sit, chair) (male1, stand, sofa), (female1, sit, chair) (male1, stand, sofa), (female1, sit, chair) (male1, stand, sofa)","(female1, walk, chair) (male1, stand, coffeetable),(female1, walk, chair) (male1, stand, coffeetable),(female1, stand, chair) (male1, grab, milkshake),(female1, stand, chair) (male1, grab, milkshake)"
"livingroom3/0/Action_0138_0_normal.png,livingroom3/0/Action_0150_0_normal.png,livingroom3/0/Action_0163_0_normal.png,livingroom3/0/Action_0175_0_normal.png","(female1, sit, chair) (male1, walk, sofa), (female1, sit, chair) (male1, walk, sofa), (female1, sit, chair) (male1, stand, sofa), (female1, sit, chair) (male1, stand, sofa)","(female1, walk, chair) (male1, stand, coffeetable),(female1, stand, chair) (male1, grab, milkshake),(female1, stand, chair) (male1, grab, milkshake),(female1, stand, chair) (male1, stand, coffeetable)"
"livingroom3/0/Action_0150_0_normal.png,livingroom3/0/Action_0163_0_normal.png,livingroom3/0/Action_0175_0_normal.png,livingroom3/0/Action_0188_0_normal.png","(female1, sit, chair) (male1, walk, sofa), (female1, sit, chair) (male1, walk, sofa), (female1, sit, chair) (male1, stand, sofa), (female1, sit, chair) (male1, stand, sofa)","(female1, stand, chair) (male1, grab, milkshake),(female1, stand, chair) (male1, grab, milkshake),(female1, stand, chair) (male1, stand, coffeetable),(female1, sit, chair) (male1, walk, sofa)"
"livingroom3/0/Action_0163_0_normal.png,livingroom3/0/Action_0175_0_normal.png,livingroom3/0/Action_0188_0_normal.png,livingroom3/0/Action_0200_0_normal.png","(female1, sit, chair) (male1, walk, sofa), (female1, sit, chair) (male1, stand, sofa), (female1, sit, chair) (male1, stand, sofa), (female1, sit, chair) (male1, stand, sofa)","(female1, stand, chair) (male1, grab, milkshake),(female1, stand, chair) (male1, stand, coffeetable),(female1, sit, chair) (male1, walk, sofa),(female1, sit, chair) (male1, walk, sofa)"
"livingroom3/0/Action_0175_0_normal.png,livingroom3/0/Action_0188_0_normal.png,livingroom3/0/Action_0200_0_normal.png,livingroom3/0/Action_0213_0_normal.png","(female1, sit, chair) (male1, walk, sofa), (female1, sit, chair) (male1, walk, sofa), (female1, sit, chair) (male1, stand, sofa), (female1, sit, chair) (male1, stand, sofa)","(female1, stand, chair) (male1, stand, coffeetable),(female1, sit, chair) (male1, walk, sofa),(female1, sit, chair) (male1, walk, sofa),(female1, sit, chair) (male1, stand, sofa)"
"livingroom3/0/Action_0188_0_normal.png,livingroom3/0/Action_0200_0_normal.png,livingroom3/0/Action_0213_0_normal.png,livingroom3/0/Action_0225_0_normal.png","(female1, sit, chair) (male1, walk, sofa), (female1, sit, chair) (male1, walk, sofa), (female1, sit, chair) (male1, stand, sofa), (female1, sit, chair) (male1, stand, sofa)","(female1, sit, chair) (male1, walk, sofa),(female1, sit, chair) (male1, walk, sofa),(female1, sit, chair) (male1, stand, sofa),(female1, sit, chair) (male1, stand, sofa)"
"livingroom3/0/Action_0200_0_normal.png,livingroom3/0/Action_0213_0_normal.png,livingroom3/0/Action_0225_0_normal.png,livingroom3/0/Action_0238_0_normal.png","(female1, stand, computer) (male1, grab, milkshake), (female1, stand, computer) (male1, grab, milkshake), (female1, stand, computer) (male1, stand, coffeetable), (female1, switchon, computer) (male1, walk, chair)","(female1, sit, chair) (male1, walk, sofa),(female1, sit, chair) (male1, stand, sofa),(female1, sit, chair) (male1, stand, sofa),(female1, sit, chair) (male1, stand, sofa)"
"livingroom3/0/Action_0213_0_normal.png,livingroom3/0/Action_0225_0_normal.png,livingroom3/0/Action_0238_0_normal.png,livingroom3/0/Action_0250_0_normal.png","(female1, sit, chair) (male1, walk, sofa), (female1, sit, chair) (male1, stand, sofa), (female1, sit, chair) (male1, stand, sofa), (female1, sit, chair) (male1, stand, sofa)","(female1, sit, chair) (male1, stand, sofa),(female1, sit, chair) (male1, stand, sofa),(female1, sit, chair) (male1, stand, sofa),(female1, sit, chair) (male1, stand, sofa)"
"livingroom3/0/Action_0225_0_normal.png,livingroom3/0/Action_0238_0_normal.png,livingroom3/0/Action_0250_0_normal.png,livingroom3/0/Action_0263_0_normal.png","(female1, sit, chair) (male1, walk, sofa), (female1, sit, chair) (male1, walk, sofa), (female1, sit, chair) (male1, stand, sofa), (female1, sit, chair) (male1, stand, sofa)","(female1, sit, chair) (male1, stand, sofa),(female1, sit, chair) (male1, stand, sofa),(female1, sit, chair) (male1, stand, sofa),(female1, sit, chair) (male1, stand, sofa)"
"livingroom3/0/Action_0238_0_normal.png,livingroom3/0/Action_0250_0_normal.png,livingroom3/0/Action_0263_0_normal.png,livingroom3/0/Action_0275_0_normal.png","(female1, sit, chair) (male1, walk, sofa), (female1, sit, chair) (male1, walk, sofa), (female1, sit, chair) (male1, stand, sofa), (female1, sit, chair) (male1, stand, sofa)","(female1, sit, chair) (male1, stand, sofa),(female1, sit, chair) (male1, stand, sofa),(female1, sit, chair) (male1, stand, sofa),(female1, sit, chair) (male1, sit, sofa)"
"livingroom3/0/Action_0250_0_normal.png,livingroom3/0/Action_0263_0_normal.png,livingroom3/0/Action_0275_0_normal.png,livingroom3/0/Action_0288_0_normal.png","(female1, sit, chair) (male1, walk, sofa), (female1, sit, chair) (male1, stand, sofa), (female1, sit, chair) (male1, stand, sofa), (female1, sit, chair) (male1, stand, sofa)","(female1, sit, chair) (male1, stand, sofa),(female1, sit, chair) (male1, stand, sofa),(female1, sit, chair) (male1, sit, sofa),(female1, sit, chair) (male1, sit, sofa)"
"livingroom3/0/Action_0263_0_normal.png,livingroom3/0/Action_0275_0_normal.png,livingroom3/0/Action_0288_0_normal.png,livingroom3/0/Action_0300_0_normal.png","(female1, sit, chair) (male1, walk, sofa), (female1, sit, chair) (male1, walk, sofa), (female1, sit, chair) (male1, stand, sofa), (female1, sit, chair) (male1, stand, sofa)","(female1, sit, chair) (male1, stand, sofa),(female1, sit, chair) (male1, sit, sofa),(female1, sit, chair) (male1, sit, sofa),(female1, sit, chair) (male1, sit, sofa)"
"livingroom3/0/Action_0275_0_normal.png,livingroom3/0/Action_0288_0_normal.png,livingroom3/0/Action_0300_0_normal.png,livingroom3/0/Action_0313_0_normal.png","(female1, sit, chair) (male1, walk, sofa), (female1, sit, chair) (male1, walk, sofa), (female1, sit, chair) (male1, stand, sofa), (female1, sit, chair) (male1, stand, sofa)","(female1, sit, chair) (male1, sit, sofa),(female1, sit, chair) (male1, sit, sofa),(female1, sit, chair) (male1, sit, sofa),(female1, sit, chair) (male1, sit, sofa)"
"livingroom3/0/Action_0288_0_normal.png,livingroom3/0/Action_0300_0_normal.png,livingroom3/0/Action_0313_0_normal.png,livingroom3/0/Action_0325_0_normal.png","(female1, sit, chair) (male1, walk, sofa), (female1, sit, chair) (male1, walk, sofa), (female1, sit, chair) (male1, stand, sofa), (female1, sit, chair) (male1, stand, sofa)","(female1, sit, chair) (male1, sit, sofa),(female1, sit, chair) (male1, sit, sofa),(female1, sit, chair) (male1, sit, sofa),(female1, sit, chair) (male1, drink, milkshake)"
"livingroom3/0/Action_0300_0_normal.png,livingroom3/0/Action_0313_0_normal.png,livingroom3/0/Action_0325_0_normal.png,livingroom3/0/Action_0338_0_normal.png","(female1, sit, chair) (male1, walk, sofa), (female1, sit, chair) (male1, walk, sofa), (female1, sit, chair) (male1, stand, sofa), (female1, sit, chair) (male1, stand, sofa)","(female1, sit, chair) (male1, sit, sofa),(female1, sit, chair) (male1, sit, sofa),(female1, sit, chair) (male1, drink, milkshake),(female1, sit, chair) (male1, drink, milkshake)"
"livingroom3/0/Action_0313_0_normal.png,livingroom3/0/Action_0325_0_normal.png,livingroom3/0/Action_0338_0_normal.png,livingroom3/0/Action_0350_0_normal.png","(female1, sit, chair) (male1, walk, sofa), (female1, sit, chair) (male1, walk, sofa), (female1, sit, chair) (male1, stand, sofa), (female1, sit, chair) (male1, stand, sofa)","(female1, sit, chair) (male1, sit, sofa),(female1, sit, chair) (male1, drink, milkshake),(female1, sit, chair) (male1, drink, milkshake),(female1, sit, chair) (male1, drink, milkshake)"
