imagepath,prediction,gtoutput
"bedroom2/0/Action_0324_0_normal.png,bedroom2/0/Action_0337_0_normal.png,bedroom2/0/Action_0349_0_normal.png,bedroom2/0/Action_0362_0_normal.png","(female1, sit, bed) (male1, walk, bookshelf), (female1, sit, bed) (male1, stand, bookshelf), (female1, sit, bed) (male1, put, book, bookshelf), (female1, sit, bed) (male1, stand, bookshelf)","(female1, sit, bed) (male1, walk, bed),(female1, sit, bed) (male1, stand, bed),(female1, sit, bed) (male1, grab, folder),(female1, sit, bed) (male1, stand, bed)"
"bedroom2/0/Action_0337_0_normal.png,bedroom2/0/Action_0349_0_normal.png,bedroom2/0/Action_0362_0_normal.png,bedroom2/0/Action_0374_0_normal.png","(female1, sit, bed) (male1, walk, bookshelf), (female1, sit, bed) (male1, stand, bookshelf), (female1, sit, bed) (male1, put, book, bookshelf), (female1, sit, bed) (male1, stand, bookshelf)","(female1, sit, bed) (male1, stand, bed),(female1, sit, bed) (male1, grab, folder),(female1, sit, bed) (male1, stand, bed),(female1, sit, bed) (male1, walk, bookshelf)"
"bedroom2/0/Action_0349_0_normal.png,bedroom2/0/Action_0362_0_normal.png,bedroom2/0/Action_0374_0_normal.png,bedroom2/0/Action_0387_0_normal.png","(female1, sit, bed) (male1, walk, bookshelf), (female1, sit, bed) (male1, stand, bookshelf), (female1, sit, bed) (male1, stand, bookshelf), (female1, sit, bed) (male1, stand, bookshelf)","(female1, sit, bed) (male1, grab, folder),(female1, sit, bed) (male1, stand, bed),(female1, sit, bed) (male1, walk, bookshelf),(female1, sit, bed) (male1, walk, bookshelf)"
"bedroom2/0/Action_0362_0_normal.png,bedroom2/0/Action_0374_0_normal.png,bedroom2/0/Action_0387_0_normal.png,bedroom2/0/Action_0399_0_normal.png","(female1, sit, bed) (male1, walk, bed), (female1, sit, bed) (male1, stand, bed), (female1, sit, bed) (male1, grab, folder), (female1, sit, bed) (male1, stand, bed)","(female1, sit, bed) (male1, stand, bed),(female1, sit, bed) (male1, walk, bookshelf),(female1, sit, bed) (male1, walk, bookshelf),(female1, sit, bed) (male1, stand, bookshelf)"
"bedroom2/0/Action_0374_0_normal.png,bedroom2/0/Action_0387_0_normal.png,bedroom2/0/Action_0399_0_normal.png,bedroom2/0/Action_0412_0_normal.png","(female1, sit, bed) (male1, walk, bed), (female1, sit, bed) (male1, stand, bed), (female1, sit, bed) (male1, grab, folder), (female1, sit, bed) (male1, stand, bed)","(female1, sit, bed) (male1, walk, bookshelf),(female1, sit, bed) (male1, walk, bookshelf),(female1, sit, bed) (male1, stand, bookshelf),(female1, sit, bed) (male1, put, folder, bookshelf)"
"bedroom2/0/Action_0387_0_normal.png,bedroom2/0/Action_0399_0_normal.png,bedroom2/0/Action_0412_0_normal.png,bedroom2/0/Action_0424_0_normal.png","(female1, sit, bed) (male1, walk, bed), (female1, sit, bed) (male1, stand, bed), (female1, sit, bed) (male1, grab, folder), (female1, sit, bed) (male1, stand, bed)","(female1, sit, bed) (male1, walk, bookshelf),(female1, sit, bed) (male1, stand, bookshelf),(female1, sit, bed) (male1, put, folder, bookshelf),(female1, sit, bed) (male1, stand, bookshelf)"
"bedroom2/0/Action_0399_0_normal.png,bedroom2/0/Action_0412_0_normal.png,bedroom2/0/Action_0424_0_normal.png,bedroom2/0/Action_0437_0_normal.png","(female1, sit, bed) (male1, walk, bed), (female1, sit, bed) (male1, stand, bed), (female1, sit, bed) (male1, grab, folder), (female1, sit, bed) (male1, stand, bed)","(female1, sit, bed) (male1, stand, bookshelf),(female1, sit, bed) (male1, put, folder, bookshelf),(female1, sit, bed) (male1, stand, bookshelf),(female1, sit, bed) (male1, walk, bed)"
"bedroom2/0/Action_0412_0_normal.png,bedroom2/0/Action_0424_0_normal.png,bedroom2/0/Action_0437_0_normal.png,bedroom2/0/Action_0449_0_normal.png","(female1, sit, bed) (male1, walk, bed), (female1, sit, bed) (male1, stand, bed), (female1, sit, bed) (male1, grab, folder), (female1, sit, bed) (male1, stand, bed)","(female1, sit, bed) (male1, put, folder, bookshelf),(female1, sit, bed) (male1, stand, bookshelf),(female1, sit, bed) (male1, walk, bed),(female1, sit, bed) (male1, walk, bed)"
"bedroom2/0/Action_0424_0_normal.png,bedroom2/0/Action_0437_0_normal.png,bedroom2/0/Action_0449_0_normal.png,bedroom2/0/Action_0462_0_normal.png","(female1, sit, bed) (male1, walk, bed), (female1, sit, bed) (male1, stand, bed), (female1, sit, bed) (male1, grab, folder), (female1, sit, bed) (male1, stand, bed)","(female1, sit, bed) (male1, stand, bookshelf),(female1, sit, bed) (male1, walk, bed),(female1, sit, bed) (male1, walk, bed),(female1, sit, bed) (male1, stand, bed)"
"bedroom2/0/Action_0437_0_normal.png,bedroom2/0/Action_0449_0_normal.png,bedroom2/0/Action_0462_0_normal.png,bedroom2/0/Action_0474_0_normal.png","(female1, sit, bed) (male1, walk, bookshelf), (female1, sit, bed) (male1, stand, bookshelf), (female1, sit, bed) (male1, put, folder, bookshelf), (female1, sit, bed) (male1, stand, bookshelf)","(female1, sit, bed) (male1, walk, bed),(female1, sit, bed) (male1, walk, bed),(female1, sit, bed) (male1, stand, bed),(female1, sit, bed) (male1, grab, journal)"
"bedroom2/0/Action_0449_0_normal.png,bedroom2/0/Action_0462_0_normal.png,bedroom2/0/Action_0474_0_normal.png,bedroom2/0/Action_0488_0_normal.png","(female1, sit, bed) (male1, walk, bookshelf), (female1, sit, bed) (male1, stand, bookshelf), (female1, sit, bed) (male1, put, folder, bookshelf), (female1, sit, bed) (male1, stand, bookshelf)","(female1, sit, bed) (male1, walk, bed),(female1, sit, bed) (male1, stand, bed),(female1, sit, bed) (male1, grab, journal),(female1, sit, bed) (male1, stand, bed)"
"bedroom2/0/Action_0462_0_normal.png,bedroom2/0/Action_0474_0_normal.png,bedroom2/0/Action_0488_0_normal.png,bedroom2/0/Action_0499_0_normal.png","(female1, sit, bed) (male1, walk, bookshelf), (female1, sit, bed) (male1, stand, bookshelf), (female1, sit, bed) (male1, put, book, bookshelf), (female1, sit, bed) (male1, stand, bookshelf)","(female1, sit, bed) (male1, stand, bed),(female1, sit, bed) (male1, grab, journal),(female1, sit, bed) (male1, stand, bed),(female1, sit, bed) (male1, walk, bookshelf)"
"bedroom2/0/Action_0474_0_normal.png,bedroom2/0/Action_0488_0_normal.png,bedroom2/0/Action_0499_0_normal.png,bedroom2/0/Action_0512_0_normal.png","(female1, sit, bed) (male1, walk, bookshelf), (female1, sit, bed) (male1, stand, bookshelf), (female1, sit, bed) (male1, put, book, bookshelf), (female1, sit, bed) (male1, stand, bookshelf)","(female1, sit, bed) (male1, grab, journal),(female1, sit, bed) (male1, stand, bed),(female1, sit, bed) (male1, walk, bookshelf),(female1, sit, bed) (male1, walk, bookshelf)"
"bedroom2/0/Action_0488_0_normal.png,bedroom2/0/Action_0499_0_normal.png,bedroom2/0/Action_0512_0_normal.png,bedroom2/0/Action_0524_0_normal.png","(female1, sit, bed) (male1, walk, bookshelf), (female1, sit, bed) (male1, stand, bookshelf), (female1, sit, bed) (male1, put, book, bookshelf), (female1, sit, bed) (male1, stand, bookshelf)","(female1, sit, bed) (male1, stand, bed),(female1, sit, bed) (male1, walk, bookshelf),(female1, sit, bed) (male1, walk, bookshelf),(female1, sit, bed) (male1, stand, bookshelf)"
"bedroom2/0/Action_0499_0_normal.png,bedroom2/0/Action_0512_0_normal.png,bedroom2/0/Action_0524_0_normal.png,bedroom2/0/Action_0537_0_normal.png","(female1, sit, bed) (male1, walk, bed), (female1, sit, bed) (male1, stand, bed), (female1, sit, bed) (male1, grab, folder), (female1, sit, bed) (male1, stand, bed)","(female1, sit, bed) (male1, walk, bookshelf),(female1, sit, bed) (male1, walk, bookshelf),(female1, sit, bed) (male1, stand, bookshelf),(female1, sit, bed) (male1, stand, bookshelf)"
