imagepath,prediction,gtoutput
"kitchen3/0/Action_0125_0_normal.png,kitchen3/0/Action_0138_0_normal.png,kitchen3/0/Action_0150_0_normal.png,kitchen3/0/Action_0163_0_normal.png","(female1, stand, sink) (male1, stand, dishwasher), (female1, stand, sink) (male1, open, dishwasher), (female1, stand, sink) (male1, stand, dishwasher), (female1, stand, sink) (male1, stand, dishwasher)","(female1, stand, kitchentable) (male1, stand, stove),(female1, stand, kitchentable) (male1, stand, stove),(female1, stand, kitchentable) (male1, stand, stove),(female1, stand, kitchentable) (male1, grab, cookingpot)"
"kitchen3/0/Action_0138_0_normal.png,kitchen3/0/Action_0150_0_normal.png,kitchen3/0/Action_0163_0_normal.png,kitchen3/0/Action_0175_0_normal.png","(female1, stand, sink) (male1, close, dishwasher), (female1, stand, sink) (male1, close, dishwasher), (female1, stand, sink) (male1, close, dishwasher), (female1, stand, sink) (male1, switchon, dishwasher)","(female1, stand, kitchentable) (male1, stand, stove),(female1, stand, kitchentable) (male1, stand, stove),(female1, stand, kitchentable) (male1, grab, cookingpot),(female1, drink, mug) (male1, stand, stove)"
"kitchen3/0/Action_0150_0_normal.png,kitchen3/0/Action_0163_0_normal.png,kitchen3/0/Action_0175_0_normal.png,kitchen3/0/Action_0188_0_normal.png","(female1, stand, sink) (male1, stand, dishwasher), (female1, stand, sink) (male1, open, dishwasher), (female1, stand, sink) (male1, stand, dishwasher), (female1, stand, sink) (male1, stand, dishwasher)","(female1, stand, kitchentable) (male1, stand, stove),(female1, stand, kitchentable) (male1, grab, cookingpot),(female1, drink, mug) (male1, stand, stove),(female1, drink, mug) (male1, walk, dishwasher)"
"kitchen3/0/Action_0163_0_normal.png,kitchen3/0/Action_0175_0_normal.png,kitchen3/0/Action_0188_0_normal.png,kitchen3/0/Action_0200_0_normal.png","(female1, stand, sink) (male1, close, dishwasher), (female1, stand, sink) (male1, close, dishwasher), (female1, stand, sink) (male1, close, dishwasher), (female1, stand, sink) (male1, switchon, dishwasher)","(female1, stand, kitchentable) (male1, grab, cookingpot),(female1, drink, mug) (male1, stand, stove),(female1, drink, mug) (male1, walk, dishwasher),(female1, drink, mug) (male1, stand, dishwasher)"
"kitchen3/0/Action_0175_0_normal.png,kitchen3/0/Action_0188_0_normal.png,kitchen3/0/Action_0200_0_normal.png,kitchen3/0/Action_0213_0_normal.png","(female1, stand, sink) (male1, close, dishwasher), (female1, stand, sink) (male1, close, dishwasher), (female1, stand, sink) (male1, close, dishwasher), (female1, stand, sink) (male1, switchon, dishwasher)","(female1, drink, mug) (male1, stand, stove),(female1, drink, mug) (male1, walk, dishwasher),(female1, drink, mug) (male1, stand, dishwasher),(female1, drink, mug) (male1, stand, dishwasher)"
"kitchen3/0/Action_0188_0_normal.png,kitchen3/0/Action_0200_0_normal.png,kitchen3/0/Action_0213_0_normal.png,kitchen3/0/Action_0225_0_normal.png","(female1, stand, sink) (male1, close, dishwasher), (female1, stand, sink) (male1, close, dishwasher), (female1, stand, sink) (male1, close, dishwasher), (female1, stand, sink) (male1, switchon, dishwasher)","(female1, drink, mug) (male1, walk, dishwasher),(female1, drink, mug) (male1, stand, dishwasher),(female1, drink, mug) (male1, stand, dishwasher),(female1, stand, kitchentable) (male1, stand, dishwasher)"
"kitchen3/0/Action_0200_0_normal.png,kitchen3/0/Action_0213_0_normal.png,kitchen3/0/Action_0225_0_normal.png,kitchen3/0/Action_0238_0_normal.png","(female1, stand, sink) (male1, close, dishwasher), (female1, stand, sink) (male1, close, dishwasher), (female1, stand, sink) (male1, close, dishwasher), (female1, stand, sink) (male1, switchon, dishwasher)","(female1, drink, mug) (male1, stand, dishwasher),(female1, drink, mug) (male1, stand, dishwasher),(female1, stand, kitchentable) (male1, stand, dishwasher),(female1, walk, sink) (male1, stand, dishwasher)"
"kitchen3/0/Action_0213_0_normal.png,kitchen3/0/Action_0225_0_normal.png,kitchen3/0/Action_0238_0_normal.png,kitchen3/0/Action_0250_0_normal.png","(female1, stand, sink) (male1, close, dishwasher), (female1, stand, sink) (male1, close, dishwasher), (female1, stand, sink) (male1, close, dishwasher), (female1, stand, sink) (male1, switchon, dishwasher)","(female1, drink, mug) (male1, stand, dishwasher),(female1, stand, kitchentable) (male1, stand, dishwasher),(female1, walk, sink) (male1, stand, dishwasher),(female1, stand, sink) (male1, close, dishwasher)"
"kitchen3/0/Action_0225_0_normal.png,kitchen3/0/Action_0238_0_normal.png,kitchen3/0/Action_0250_0_normal.png,kitchen3/0/Action_0263_0_normal.png","(female1, stand, sink) (male1, close, dishwasher), (female1, stand, sink) (male1, close, dishwasher), (female1, stand, sink) (male1, close, dishwasher), (female1, stand, sink) (male1, switchon, dishwasher)","(female1, stand, kitchentable) (male1, stand, dishwasher),(female1, walk, sink) (male1, stand, dishwasher),(female1, stand, sink) (male1, close, dishwasher),(female1, stand, sink) (male1, close, dishwasher)"
"kitchen3/0/Action_0238_0_normal.png,kitchen3/0/Action_0250_0_normal.png,kitchen3/0/Action_0263_0_normal.png,kitchen3/0/Action_0275_0_normal.png","(female1, stand, sink) (male1, stand, dishwasher), (female1, stand, sink) (male1, close, dishwasher), (female1, stand, sink) (male1, close, dishwasher), (female1, stand, sink) (male1, stand, dishwasher)","(female1, walk, sink) (male1, stand, dishwasher),(female1, stand, sink) (male1, close, dishwasher),(female1, stand, sink) (male1, close, dishwasher),(female1, stand, sink) (male1, close, dishwasher)"
"kitchen3/0/Action_0250_0_normal.png,kitchen3/0/Action_0263_0_normal.png,kitchen3/0/Action_0275_0_normal.png,kitchen3/0/Action_0288_0_normal.png","(female1, stand, sink) (male1, stand, dishwasher), (female1, stand, sink) (male1, open, dishwasher), (female1, stand, sink) (male1, stand, dishwasher), (female1, stand, sink) (male1, stand, dishwasher)","(female1, stand, sink) (male1, close, dishwasher),(female1, stand, sink) (male1, close, dishwasher),(female1, stand, sink) (male1, close, dishwasher),(female1, stand, sink) (male1, switchon, dishwasher)"
"kitchen3/0/Action_0263_0_normal.png,kitchen3/0/Action_0275_0_normal.png,kitchen3/0/Action_0288_0_normal.png,kitchen3/0/Action_0300_0_normal.png","(female1, stand, sink) (male1, stand, dishwasher), (female1, stand, sink) (male1, open, dishwasher), (female1, stand, sink) (male1, stand, dishwasher), (female1, stand, sink) (male1, stand, dishwasher)","(female1, stand, sink) (male1, close, dishwasher),(female1, stand, sink) (male1, close, dishwasher),(female1, stand, sink) (male1, switchon, dishwasher),(female1, switchon, faucet) (male1, stand, dishwasher)"
"kitchen3/0/Action_0275_0_normal.png,kitchen3/0/Action_0288_0_normal.png,kitchen3/0/Action_0300_0_normal.png,kitchen3/0/Action_0313_0_normal.png","(female1, stand, sink) (male1, stand, dishwasher), (female1, stand, sink) (male1, open, dishwasher), (female1, stand, sink) (male1, stand, dishwasher), (female1, stand, sink) (male1, stand, dishwasher)","(female1, stand, sink) (male1, close, dishwasher),(female1, stand, sink) (male1, switchon, dishwasher),(female1, switchon, faucet) (male1, stand, dishwasher),(female1, stand, sink) (male1, switchoff, dishwasher)"
"kitchen3/0/Action_0288_0_normal.png,kitchen3/0/Action_0300_0_normal.png,kitchen3/0/Action_0313_0_normal.png,kitchen3/0/Action_0325_0_normal.png","(female1, stand, sink) (male1, stand, dishwasher), (female1, stand, sink) (male1, open, dishwasher), (female1, stand, sink) (male1, stand, dishwasher), (female1, stand, sink) (male1, stand, dishwasher)","(female1, stand, sink) (male1, switchon, dishwasher),(female1, switchon, faucet) (male1, stand, dishwasher),(female1, stand, sink) (male1, switchoff, dishwasher),(female1, stand, sink) (male1, stand, dishwasher)"
"kitchen3/0/Action_0300_0_normal.png,kitchen3/0/Action_0313_0_normal.png,kitchen3/0/Action_0325_0_normal.png,kitchen3/0/Action_0338_0_normal.png","(female1, stand, sink) (male1, close, dishwasher), (female1, stand, sink) (male1, close, dishwasher), (female1, stand, sink) (male1, close, dishwasher), (female1, stand, sink) (male1, switchon, dishwasher)","(female1, switchon, faucet) (male1, stand, dishwasher),(female1, stand, sink) (male1, switchoff, dishwasher),(female1, stand, sink) (male1, stand, dishwasher),(female1, stand, sink) (male1, open, dishwasher)"
"kitchen3/0/Action_0313_0_normal.png,kitchen3/0/Action_0325_0_normal.png,kitchen3/0/Action_0338_0_normal.png,kitchen3/0/Action_0350_0_normal.png","(female1, stand, sink) (male1, stand, dishwasher), (female1, stand, sink) (male1, open, dishwasher), (female1, stand, sink) (male1, stand, dishwasher), (female1, stand, sink) (male1, stand, dishwasher)","(female1, stand, sink) (male1, switchoff, dishwasher),(female1, stand, sink) (male1, stand, dishwasher),(female1, stand, sink) (male1, open, dishwasher),(female1, stand, sink) (male1, stand, dishwasher)"
"kitchen3/0/Action_0325_0_normal.png,kitchen3/0/Action_0338_0_normal.png,kitchen3/0/Action_0350_0_normal.png,kitchen3/0/Action_0363_0_normal.png","(female1, stand, sink) (male1, stand, dishwasher), (female1, stand, sink) (male1, open, dishwasher), (female1, stand, sink) (male1, stand, dishwasher), (female1, stand, sink) (male1, stand, dishwasher)","(female1, stand, sink) (male1, stand, dishwasher),(female1, stand, sink) (male1, open, dishwasher),(female1, stand, sink) (male1, stand, dishwasher),(female1, stand, sink) (male1, stand, dishwasher)"
"kitchen3/0/Action_0338_0_normal.png,kitchen3/0/Action_0350_0_normal.png,kitchen3/0/Action_0363_0_normal.png,kitchen3/0/Action_0375_0_normal.png","(female1, stand, sink) (male1, stand, dishwasher), (female1, stand, sink) (male1, open, dishwasher), (female1, stand, sink) (male1, stand, dishwasher), (female1, stand, sink) (male1, stand, dishwasher)","(female1, stand, sink) (male1, open, dishwasher),(female1, stand, sink) (male1, stand, dishwasher),(female1, stand, sink) (male1, stand, dishwasher),(female1, stand, sink) (male1, open, kitchencabinet)"
"kitchen3/0/Action_0350_0_normal.png,kitchen3/0/Action_0363_0_normal.png,kitchen3/0/Action_0375_0_normal.png,kitchen3/0/Action_0388_0_normal.png","(female1, stand, sink) (male1, stand, dishwasher), (female1, stand, sink) (male1, open, dishwasher), (female1, stand, sink) (male1, stand, dishwasher), (female1, stand, sink) (male1, stand, dishwasher)","(female1, stand, sink) (male1, stand, dishwasher),(female1, stand, sink) (male1, stand, dishwasher),(female1, stand, sink) (male1, open, kitchencabinet),(female1, stand, sink) (male1, open, kitchencabinet)"
"kitchen3/0/Action_0363_0_normal.png,kitchen3/0/Action_0375_0_normal.png,kitchen3/0/Action_0388_0_normal.png,kitchen3/0/Action_0400_0_normal.png","(female1, stand, sink) (male1, stand, dishwasher), (female1, stand, sink) (male1, open, dishwasher), (female1, stand, sink) (male1, stand, dishwasher), (female1, stand, sink) (male1, stand, dishwasher)","(female1, stand, sink) (male1, stand, dishwasher),(female1, stand, sink) (male1, open, kitchencabinet),(female1, stand, sink) (male1, open, kitchencabinet),(female1, stand, sink) (male1, put, dish, dishwasher)"
"kitchen3/0/Action_0375_0_normal.png,kitchen3/0/Action_0388_0_normal.png,kitchen3/0/Action_0400_0_normal.png,kitchen3/0/Action_0413_0_normal.png","(female1, stand, sink) (male1, stand, dishwasher), (female1, stand, sink) (male1, open, dishwasher), (female1, stand, sink) (male1, stand, dishwasher), (female1, stand, sink) (male1, stand, dishwasher)","(female1, stand, sink) (male1, open, kitchencabinet),(female1, stand, sink) (male1, open, kitchencabinet),(female1, stand, sink) (male1, put, dish, dishwasher),(female1, stand, sink) (male1, stand, dishwasher)"
"kitchen3/0/Action_0388_0_normal.png,kitchen3/0/Action_0400_0_normal.png,kitchen3/0/Action_0413_0_normal.png,kitchen3/0/Action_0425_0_normal.png","(female1, stand, sink) (male1, stand, dishwasher), (female1, stand, sink) (male1, open, dishwasher), (female1, stand, sink) (male1, stand, dishwasher), (female1, stand, sink) (male1, stand, dishwasher)","(female1, stand, sink) (male1, open, kitchencabinet),(female1, stand, sink) (male1, put, dish, dishwasher),(female1, stand, sink) (male1, stand, dishwasher),(female1, stand, sink) (male1, grab, cookingpot)"
"kitchen3/0/Action_0400_0_normal.png,kitchen3/0/Action_0413_0_normal.png,kitchen3/0/Action_0425_0_normal.png,kitchen3/0/Action_0438_0_normal.png","(female1, stand, sink) (male1, close, dishwasher), (female1, stand, sink) (male1, close, dishwasher), (female1, stand, sink) (male1, close, dishwasher), (female1, stand, sink) (male1, switchon, dishwasher)","(female1, stand, sink) (male1, put, dish, dishwasher),(female1, stand, sink) (male1, stand, dishwasher),(female1, stand, sink) (male1, grab, cookingpot),(female1, stand, sink) (male1, stand, dishwasher)"
"kitchen3/0/Action_0413_0_normal.png,kitchen3/0/Action_0425_0_normal.png,kitchen3/0/Action_0438_0_normal.png,kitchen3/0/Action_0450_0_normal.png","(female1, stand, sink) (male1, close, dishwasher), (female1, stand, sink) (male1, close, dishwasher), (female1, stand, sink) (male1, close, dishwasher), (female1, stand, sink) (male1, switchon, dishwasher)","(female1, stand, sink) (male1, stand, dishwasher),(female1, stand, sink) (male1, grab, cookingpot),(female1, stand, sink) (male1, stand, dishwasher),(female1, stand, sink) (male1, close, dishwasher)"
"kitchen3/0/Action_0425_0_normal.png,kitchen3/0/Action_0438_0_normal.png,kitchen3/0/Action_0450_0_normal.png,kitchen3/0/Action_0463_0_normal.png","(female1, stand, sink) (male1, stand, dishwasher), (female1, stand, sink) (male1, open, dishwasher), (female1, stand, sink) (male1, stand, dishwasher), (female1, stand, sink) (male1, stand, dishwasher)","(female1, stand, sink) (male1, grab, cookingpot),(female1, stand, sink) (male1, stand, dishwasher),(female1, stand, sink) (male1, close, dishwasher),(female1, stand, sink) (male1, close, dishwasher)"
"kitchen3/0/Action_0438_0_normal.png,kitchen3/0/Action_0450_0_normal.png,kitchen3/0/Action_0463_0_normal.png,kitchen3/0/Action_0475_0_normal.png","(female1, stand, sink) (male1, close, dishwasher), (female1, stand, sink) (male1, close, dishwasher), (female1, stand, sink) (male1, close, dishwasher), (female1, stand, sink) (male1, switchon, dishwasher)","(female1, stand, sink) (male1, stand, dishwasher),(female1, stand, sink) (male1, close, dishwasher),(female1, stand, sink) (male1, close, dishwasher),(female1, stand, sink) (male1, put, cookingpot, kitchencabinet)"
"kitchen3/0/Action_0450_0_normal.png,kitchen3/0/Action_0463_0_normal.png,kitchen3/0/Action_0475_0_normal.png,kitchen3/0/Action_0488_0_normal.png","(female1, stand, sink) (male1, close, dishwasher), (female1, stand, sink) (male1, close, dishwasher), (female1, stand, sink) (male1, close, dishwasher), (female1, stand, sink) (male1, switchon, dishwasher)","(female1, stand, sink) (male1, close, dishwasher),(female1, stand, sink) (male1, close, dishwasher),(female1, stand, sink) (male1, put, cookingpot, kitchencabinet),(female1, stand, sink) (male1, stand, kitchencounter)"
"kitchen3/0/Action_0463_0_normal.png,kitchen3/0/Action_0475_0_normal.png,kitchen3/0/Action_0488_0_normal.png,kitchen3/0/Action_0500_0_normal.png","(female1, stand, sink) (male1, close, dishwasher), (female1, stand, sink) (male1, close, dishwasher), (female1, stand, sink) (male1, close, dishwasher), (female1, stand, sink) (male1, switchon, dishwasher)","(female1, stand, sink) (male1, close, dishwasher),(female1, stand, sink) (male1, put, cookingpot, kitchencabinet),(female1, stand, sink) (male1, stand, kitchencounter),(female1, stand, sink) (male1, close, kitchencabinet)"
